doc1	auth1	title1	doc2	auth2	title2	authmatch	titlematch	overlap	groundtruth	hasworks	cossim
uc1.b4104184	thackeray, william makepe	The memoirs of Barry Lyndon, Esq. : and A little dinner at T	mdp.39015063760642	thackeray, william makepe	The memoirs of Barry Lyndon, esq., written by himself; Cathe	1.0	0.9714285714	28.4374688688	1	0	0.1504218276
nyp.33433076039357	thackeray, william makepe	The Virginians	uva.x030581208	thackeray, william makepe	The Virginians	1.0	1.0	7.7367436825	1	0	0.15061566740000001
njp.32101027519048	miss pardoe, (julia)	Traits and traditions of Portugal	nyp.33433081595013	miss pardoe, (julia)	Traits and traditions of Portugal collected during a residen	1.0	0.9705882353	24.3461476477	1	0	0.151662416
uc1.b3188996	fielding, henry	Amelia	mdp.39076006602481	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.15234362099999998
mdp.39015022463213	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	umn.31951001136541g	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	1.0	1.0	20.3474351593	0	1	0.1540478223
mdp.39015063526977	combe, william	The devil upon two sticks in England. Being a continuation o	njp.32101066479765	combe, william	The devil upon two sticks in England : being a continuation 	1.0	1.0	66.2507921767	1	0	0.15427166220000002
mdp.39015063526969	combe, william	The devil upon two sticks in England. Being a continuation o	njp.32101066479773	combe, william	The devil upon two sticks in England : being a continuation 	1.0	1.0	66.2507921767	1	0	0.15549976199999999
mdp.39015026502933	brown, john	Rab and his friends	uc2.ark+=13960=t7xk85m04	brown, john	Rab and his friends	1.0	1.0	18.6566526351	1	0	0.1572439431
mdp.39076006602473	fielding, henry	Amelia	nnc1.0315301230	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.1573702881
mdp.39015059375306	burdette, robert jones	Chimes from a jester's bells; stories and sketches	wu.89004868477	burdette, robert j. (robe	Chimes from a jester's bells : stories and sketches	0.8510638298000001	0.9714285714	35.8573251031	1	0	0.1586627565
uc1.b4777253	drummond, william henry	The habitant, and other French-Canadian poems	uc2.ark+=13960=t5v69fc2p	drummond, william henry	The habitant and other French Canadian poems	1.0	0.9428571429000001	18.4582656199	1	0	0.16025753410000002
nnc1.0023361182	hope, thomas	Anastasius, or, Memoirs of a Greek; written at the close of 	nyp.33433074872379	hope, thomas	Anastasius; or, Memoirs of a Greek; written at the close of 	1.0	0.9714285714	44.3482011215	1	0	0.1605580007
njp.32101067187102	thackeray, william makepe	Newcomes	uc2.ark+=13960=t9s18647f	thackeray, william makepe	The Newcomes	1.0	0.8	7.8434564044	1	0	0.1607182665
mdp.39015050598989	fielding, henry	The history of the adventures of Joseph Andrews, and his fri	mdp.39015065780432	fielding, henry	The history of the adventures of Joseph Andrews	1.0	1.0	20.8957981349	1	0	0.16341392230000001
hvd.hwjs3w	fielding, henry	The history of Tom Jones, a foundling	inu.39000000234471	fielding, henry	The history of Tom Jones	1.0	0.813559322	15.744539590799999	1	0	0.16799957329999998
uc2.ark+=13960=t15m6cd6x	bjørnson, bjørnstjerne	Synn?_v?? Solbakken	inu.39000003781478	bjørnson, bjørnstjerne	Synnv̲ ̌Solbakken	1.0	0.8333333333	0.0	1	0	0.1688609599
uc1.b4107966	fielding, henry	The history of Tom Jones, a foundling	mdp.39015012118538	fielding, henry	The history of Tom Jones, a foundling	1.0	1.0	23.778522325500003	1	0	0.1692546566
hvd.hwjs3y	fielding, henry	The history of Tom Jones : a foundling	mdp.39015012118538	fielding, henry	The history of Tom Jones, a foundling	1.0	0.9714285714	23.778522325500003	1	0	0.1712818955
hvd.hnkz9j	williams, robert folkesto	The youth of Shakspeare	nyp.33433074889886	williams, robert folkesto	The youth of Shakspeare	1.0	1.0	14.340740736199999	1	0	0.1748764667
hvd.hwjs3w	fielding, henry	The history of Tom Jones, a foundling	uva.x001177545	fielding, henry	The history of Tom Jones, a foundling	1.0	1.0	23.778522325500003	1	0	0.17686660829999998
uc1.32106006209057	rulfo, juan	Pedro Paramo	mdp.39015034514680	rulfo, juan	Pedro Páramo	1.0	0.9166666667	8.2895394846	1	0	0.1777534147
uva.x002765297	fielding, henry	The history of Tom Jones : a foundling	uc1.b3827558	fielding, henry	The history of Tom Jones, a foundling	1.0	0.9714285714	23.778522325500003	1	0	0.17870117010000003
njp.32101068177771	de mille, james	A comedy of terors	mdp.39015032847413	de mille, james	A comedy of terrors	1.0	0.972972973	7.2930176798	1	0	0.1822652868
mdp.39015000363278	butler, samuel	Erewhon; or, Over the range	uc1.32106001927810	butler, samuel	Erewhon; or, Over the range. With woodcuts by Robert Gibbing	1.0	0.8524590164	23.177205403200002	1	0	0.1823222756
loc.ark+=13960=t8z89d20q	murray, william h[enry] h	Adventures in the wilderness;	loc.ark+=13960=t8tb18g39	murray, william henry har	Adventures in the wilderness;	0.92	1.0	11.1556789291	1	0	0.1831969223
uc1.32106006209057	rulfo, juan	Pedro Paramo	mdp.49015002076884	rulfo, juan	Pedro Páramo	1.0	0.9166666667	8.2895394846	1	0	0.1849571414
dul1.ark+=13960=t3jw91q2r	butler, samuel	Erewhon, or, Over the range	mdp.39015066681563	butler, samuel	Erewhon; or, Over the range	1.0	0.9811320754999999	23.177205403200002	1	0	0.1850957319
uc1.b3548785	thackeray, william makepe	Works	coo.31924013561620	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.1868966473
njp.32101067707412	blackmore, r. d. (richard	The remarkable history of Sir Thomas Upmore, bart., M. P., f	uc2.ark+=13960=t0ft8h01t	blackmore, r. d. (richard	The remarkable history of Sir Thomas Upmore, bart., M.P., fo	1.0	1.0	67.612344381	1	0	0.1869694637
njp.32101067707404	blackmore, r. d. (richard	The remarkable history of Sir Thomas Upmore, bart., M. P., f	uc2.ark+=13960=t0ft8h01t	blackmore, r. d. (richard	The remarkable history of Sir Thomas Upmore, bart., M.P., fo	1.0	1.0	67.612344381	1	0	0.1869694637
uva.x030497649	thackeray, william makepe	The Newcomes	nyp.33433056814365	thackeray, william makepe	Newcomes	1.0	0.8	7.8434564044	1	0	0.1875673239
uva.x030497649	thackeray, william makepe	The Newcomes	coo.31924011104753	thackeray, william makepe	Newcomes	1.0	0.8	7.8434564044	1	0	0.1875673239
mdp.39015063973609	ware, william	Aurelian: or, Rome in the third century. In letters of Luciu	nyp.33433076060825	ware, william	Aurelian, or, Rome in the third century : in letters of Luci	1.0	0.9714285714	98.3518237885	1	0	0.188005615
mdp.39015010612672	thackeray, william makepe	Vanity fair, a novel without a hero	pst.000029606986	thackeray, william makepe	Vanity fair : a novel without a hero	1.0	0.9714285714	27.0604244684	1	0	0.1894025477
dul1.ark+=13960=t3jw91q2r	butler, samuel	Erewhon, or, Over the range	mdp.49015002131796	butler, samuel	Erewhon; or, Over the range	1.0	0.9811320754999999	23.177205403200002	1	0	0.1894028017
uva.x002765297	fielding, henry	The history of Tom Jones : a foundling	nyp.33433067367288	fielding, henry	The history of Tom Jones, a foundling	1.0	0.9714285714	23.778522325500003	1	0	0.18952346039999998
uc1.$b322793	bowen, elizabeth	The last September	mdp.39076006766021	bowen, elizabeth	The last September	1.0	1.0	11.734820236900001	1	0	0.1904963052
pst.000027511305	dana, richard henry	Two years before the mast, and Twenty-four years after	yale.39002014432901	dana, richard henry	Two years before the mast : a personal narrative of life at 	1.0	0.8	21.894991775	0	0	0.1925200711
mdp.39015063527116	combe, william	The devil upon two sticks in England. Being a continuation o	njp.32101066479781	combe, william	The devil upon two sticks in England : being a continuation 	1.0	1.0	66.2507921767	1	0	0.19335509010000002
mdp.39015063527116	combe, william	The devil upon two sticks in England. Being a continuation o	njp.32101066479773	combe, william	The devil upon two sticks in England : being a continuation 	1.0	1.0	66.2507921767	1	0	0.19335509010000002
njp.32101068598091	fielding, henry	The works of Henry Fielding with the author's preface	uc1.b3546630	fielding, henry	The works of Henry Fielding	1.0	0.8709677418999999	14.893539114400001	0	1	0.19372661440000002
uc1.b4678951	gissing, george	A life's morning	uc1.b3322509	gissing, george	A life's morning	1.0	1.0	13.7558497216	1	0	0.1938291484
hvd.hwjrw6	fielding, henry	Amelia	njp.32101076058070	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.1943190136
hvd.hwjrw6	fielding, henry	Amelia	njp.32101076058062	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.1943190136
mdp.39015022463213	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	uc1.b5209827	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	1.0	1.0	20.3474351593	0	1	0.19541750600000002
hvd.hwkyrj	miss pardoe, (julia)	Speculation : a novel	uc1.b3325385	miss pardoe, (julia)	Speculation : a novel	1.0	1.0	11.611729534	1	0	0.19612988879999999
nyp.33433076038797	white, stewart edward	Arizona nights	uc2.ark+=13960=t5bc3v518	white, stewart edward	Arizona nights	1.0	1.0	13.0364786382	1	0	0.19709171620000002
nyp.33433082225131	fielding, henry	The works of Henry Fielding, esq	uc2.ark+=13960=t9m32r37g	fielding, henry	The works of Henry Fielding	1.0	0.9152542373	14.893539114400001	0	1	0.19742824920000002
uc1.b3548774	thackeray, william makepe	The history of Pendennis	uva.x030581199	thackeray, william makepe	The history of Pendennis	1.0	1.0	11.7743662262	1	0	0.19817510829999999
loc.ark+=13960=t6931q12r	alcott, louisa may	Little men	mdp.39015066064174	alcott, louisa may	Little men	1.0	1.0	7.6884553565	1	0	0.199265072
inu.32000006727657	sabatini, rafael	The historical nights' entertainment : second series	loc.ark+=13960=t5db8vd22	sabatini, rafael	The historical nights' entertainment	1.0	1.0	18.1570042188	0	0	0.2003041924
pst.000007898846	fielding, henry	The history of Tom Jones	mdp.39076006602440	fielding, henry	The history of Tom Jones, a foundling	1.0	0.813559322	15.744539590799999	1	0	0.2025699254
uva.x030497649	thackeray, william makepe	The Newcomes	njp.32101067187102	thackeray, william makepe	Newcomes	1.0	0.8	7.8434564044	1	0	0.20280546989999998
nyp.33433074871629	kelty, mary ann	The favourite of nature; a tale	uiuo.ark+=13960=t5n87rk9j	kelty, mary ann	The favourite of nature	1.0	0.8679245283	14.3966529764	1	0	0.2043805401
uc1.b4826170	thackeray, william makepe	Newcomes	uva.x030497649	thackeray, william makepe	The Newcomes	1.0	0.8	7.8434564044	1	0	0.2062775948
uc1.b4826171	thackeray, william makepe	Newcomes	uva.x030497649	thackeray, william makepe	The Newcomes	1.0	0.8	7.8434564044	1	0	0.2062775948
nyp.33433076094006	fielding, henry	The history of Tom Jones.--Vol	uva.x000310840	fielding, henry	The history of Tom Jones : a foundling	1.0	0.8	9.6176704067	0	0	0.21070522379999998
njp.32101068971132	kelty, mary ann	The favourite of nature; a tale	uiuo.ark+=13960=t07w6wg9k	kelty, mary ann	The favourite of nature	1.0	0.8679245283	14.3966529764	1	0	0.2113448034
njp.32101068971140	kelty, mary ann	The favourite of nature; a tale	uiuo.ark+=13960=t07w6wg9k	kelty, mary ann	The favourite of nature	1.0	0.8679245283	14.3966529764	1	0	0.2113448034
mdp.39015003342410	fielding, henry	The history of Tom Jones, a foundling	nyp.33433076094006	fielding, henry	The history of Tom Jones.--Vol	1.0	0.8	9.6176704067	1	0	0.21161252739999997
uc1.$b736948	sabatini, rafael	The historical nights' entertainment ... $n: Second series	loc.ark+=13960=t5db8vd22	sabatini, rafael	The historical nights' entertainment	1.0	1.0	18.1570042188	0	0	0.21185153269999998
nyp.33433074913678	fielding, henry	The history of Tom Jones, a foundling	njp.32101067567832	fielding, henry	The history of Tom Jones : a foundling.--	1.0	0.9714285714	16.8431518795	1	0	0.2128912778
uva.x001133551	fielding, henry	The history of Tom Jones	coo.31924052468653	fielding, henry	The history of Tom Jones : a foundling	1.0	0.813559322	15.744539590799999	1	0	0.2135097633
uc1.b4107966	fielding, henry	The history of Tom Jones, a foundling	nyp.33433076094006	fielding, henry	The history of Tom Jones.--Vol	1.0	0.8	9.6176704067	1	0	0.2136800807
mdp.39015003342733	fielding, henry	The history of Tom Jones, a foundling	nyp.33433076094006	fielding, henry	The history of Tom Jones.--Vol	1.0	0.8	9.6176704067	1	0	0.2136800807
mdp.39015022463205	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	uc1.b5209828	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	1.0	1.0	20.3474351593	0	1	0.2147171288
uc1.b3396099	brown, tom	The vision	coo.31924059248520	brown, tom	The vision	1.0	1.0	7.1459844677	1	0	0.2151
uc2.ark:/13960/t5x63qr66	blackmore, r. d. (richard	Lorna Doone; a romance of Exmoor	coo.31924014162873	blackmore, r. d. (richard	Lorna Doone; a romance of Exmoor	1.0	1.0	28.7315431502	1	0	0.2151
nyp.33433075831051	laboulaye, edouard	Laboulaye's Fairy book. Fairy tales of all nations	uc1.$b596815	laboulaye, édouard	Laboulaye's fairy book; fairy tales of all nations	0.9444444444	0.9714285714	32.180058565799996	1	0	0.2151
miun.abr7400.0004.001	fielding, henry	The works of Henry Fielding	njp.32101063690372	fielding, henry	The works of Henry Fielding, esq	1.0	0.9152542373	14.893539114400001	0	1	0.2151
mdp.39015052092932	fielding, henry	The works of Henry Fielding, esq	uva.x030576607	fielding, henry	The works of Henry Fielding, esq., with an essay on his life	1.0	0.9552238806000001	21.0505180999	0	1	0.21516754870000002
nyp.33433067367320	fielding, henry	Amelia	njp.32101076058054	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.21591539839999999
nyp.33433067367320	fielding, henry	Amelia	njp.32101076058070	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.21591539839999999
njp.32101068598042	fielding, henry	The history of Tom Jones, a foundling	nyp.33433076094006	fielding, henry	The history of Tom Jones.--Vol	1.0	0.8	9.6176704067	1	0	0.2170654145
coo.31924052468505	fielding, henry	The history of Tom Jones : a foundling	uc1.b3827557	fielding, henry	The history of Tom Jones, a foundling	1.0	0.9714285714	23.778522325500003	1	0	0.2175064187
coo.31924013561422	thackeray, william makepe	The Virginians	pst.000006718909	thackeray, william makepe	The Virgians	1.0	0.9230769231	0.0	1	0	0.2175751836
uva.x002305702	saint-pierre, bernardin d	Paul and Virginia	nyp.33433075813406	saint-pierre, bernardin d	Paul and Virginia	1.0	1.0	13.0291070869	1	0	0.21926569170000001
uc2.ark+=13960=t4hm56v0b	ballantyne, r. m. (robert	The pioneers	uc2.ark+=13960=t8pc2xp97	ballantyne, r. m. (robert	The pioneers	1.0	1.0	7.2269360185	1	0	0.22031770579999999
uc1.32106001994679	lawrence, d. h. (david he	The tales of D. H. Lawrence	pst.000013037970	lawrence, d. h. (david he	The portable D. H. Lawrence	1.0	0.8518518519	20.7742488807	0	0	0.2207042026
uc1.b4107966	fielding, henry	The history of Tom Jones, a foundling	coo.31924052468505	fielding, henry	The history of Tom Jones : a foundling	1.0	0.9714285714	23.778522325500003	1	0	0.2238656184
uva.x002765297	fielding, henry	The history of Tom Jones : a foundling	uva.x000306944	fielding, henry	The history of Tom Jones, a foundling	1.0	0.9714285714	23.778522325500003	1	0	0.2244893826
loc.ark+=13960=t0dv23v67	perry, francis foster	Their hearts' desire	nyp.33433076049349	perry, frances foster	Their hearts' desire	0.9523809524	1.0	21.7599709182	1	0	0.22559224670000003
nyp.33433076094006	fielding, henry	The history of Tom Jones.--Vol	uc1.b3827558	fielding, henry	The history of Tom Jones, a foundling	1.0	0.8	9.6176704067	1	0	0.22576710600000002
inu.32000006188124	fielding, henry	The history of Tom Jones	nyp.33433074913652	fielding, henry	The history of Tom Jones, a foundling	1.0	0.813559322	15.744539590799999	1	0	0.2262940076
coo.31924014165041	fielding, henry	Amelia	njp.32101076058062	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.2278869013
mdp.39015058402838	fielding, henry	Amelia	njp.32101076058062	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.23037375100000002
nnc1.cu58500472	thackeray, william makepe	The history of Henry Esmond, esq.; colonel in the service of	nyp.33433076039324	thackeray, william makepe	The history of Henry Esmond, Esq	1.0	0.9552238806000001	22.940009979299997	1	0	0.2303941745
mdp.39015073977632	platonov, andreĭ platonov	Soul and other stories	inu.32000001279605	platonov, andreĭ platonov	Fro and other stories	1.0	0.8837209302	5.5294290875	0	0	0.2309642357
nyp.33433076094006	fielding, henry	The history of Tom Jones.--Vol	nyp.33433067363899	fielding, henry	The history of Tom Jones, a foundling	1.0	0.8	9.6176704067	1	0	0.2311466381
nyp.33433076094006	fielding, henry	The history of Tom Jones.--Vol	nyp.33433067367288	fielding, henry	The history of Tom Jones, a foundling	1.0	0.8	9.6176704067	1	0	0.2311466381
mdp.39015082863468	fraser, chelsea curtis	Around the world in ten days	njp.32101063691230	fraser, chelsea curtis	Around the world in ten days	1.0	1.0	21.7670754807	1	0	0.23224517620000001
mdp.39015022463510	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	uc1.b5209828	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	1.0	1.0	20.3474351593	0	1	0.2334539813
njp.32101076058054	fielding, henry	Amelia	nnc1.0315301230	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.2343601905
uc1.b3827558	fielding, henry	The history of Tom Jones, a foundling	njp.32101067567840	fielding, henry	The history of Tom Jones : a foundling.--	1.0	0.9714285714	16.8431518795	1	0	0.236299371
mdp.39015022463502	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	umn.31951001136540i	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	1.0	1.0	20.3474351593	0	1	0.23911018679999999
mdp.39015004184324	chesterton, g. k. (gilber	The innocence of Father Brown	njp.32101068149846	chesterton, g. k. (gilber	The wisdom of Father Brown	1.0	0.8	12.277416085599999	0	0	0.23928410260000002
uva.x000306944	fielding, henry	The history of Tom Jones, a foundling	njp.32101067567832	fielding, henry	The history of Tom Jones : a foundling.--	1.0	0.9714285714	16.8431518795	1	0	0.23947293600000003
loc.ark+=13960=t8ff48h6z	froissart, jean	Chronicles of England, France, Spain, and the adjoining coun	njp.32101076040581	froissart, jean	Chronicles of England, France, Spain, and the adjoining coun	1.0	1.0	42.7287270439	1	0	0.2412922435
mdp.39015004184324	chesterton, g. k. (gilber	The innocence of Father Brown	mdp.39015008444344	chesterton, g. k. (gilber	The wisdom of Father Brown	1.0	0.8	12.277416085599999	0	0	0.2419125252
inu.32000005759743	chesterton, g. k. (gilber	The innocence of Father Brown	njp.32101068149846	chesterton, g. k. (gilber	The wisdom of Father Brown	1.0	0.8	12.277416085599999	0	0	0.24204189829999997
mdp.39015000554165	fielding, henry	The history of the adventures of Joseph Andrews and of his f	hvd.hn65ju	fielding, henry	The history of the adventures of Joseph Andrews and his frie	1.0	1.0	99.9140675329	1	0	0.2431141166
mdp.49015000716010	malamud, bernard	A new life	pst.000032241341	malamud, bernard	A new life	1.0	1.0	6.9508147684	1	0	0.2470085561
nyp.33433074941042	chesterton, g. k. (gilber	The wisdom of Father Brown	wu.89004995056	chesterton, g. k. (gilber	The innocence of Father Brown	1.0	0.8	12.277416085599999	0	0	0.2474994976
nyp.33433074941042	chesterton, g. k. (gilber	The wisdom of Father Brown	uc1.32106001930137	chesterton, g. k. (gilber	The innocence of Father Brown	1.0	0.8	12.277416085599999	0	0	0.2476413701
loc.ark+=13960=t8ff48h6z	froissart, jean	Chronicles of England, France, Spain, and the adjoining coun	inu.30000007256708	froissart, jean	Chronicles of England, France, Spain, and the adjoining coun	1.0	1.0	42.7287270439	1	0	0.2533883154
inu.32000005759743	chesterton, g. k. (gilber	The innocence of Father Brown	mdp.39015009185045	chesterton, g. k. (gilber	The wisdom of Father Brown	1.0	0.8	12.277416085599999	0	0	0.2543502914
mdp.39015008009683	chesterton, g. k. (gilber	The innocence of Father Brown	mdp.39015005041283	chesterton, g. k. (gilber	The wisdom of Father Brown	1.0	0.8	12.277416085599999	0	0	0.2567422111
nyp.33433076058829	thackeray, william makepe	The memoirs of Mr. C.J. Yellowplush ; The Fitzboodle papers 	wu.89000659169	thackeray, william makepe	The memoirs of Mr. Charles J. Yellowplush. Men's wives, Char	1.0	0.8	21.6618772467	0	0	0.2574513648
osu.32435019442078	fielding, henry	The history of Tom Jones	nyp.33433074913751	fielding, henry	The history of Tom Jones, a foundling	1.0	0.813559322	15.744539590799999	1	0	0.2577579991
mdp.39015063760691	thackeray, william makepe	The history of Henry Esmond, esq	nyp.33433056814290	thackeray, william makepe	History of Henry Esmond, Esq. ; Denis Duval	1.0	0.8358208954999999	22.940009979299997	0	0	0.2580682929
inu.30000011896655	malamud, bernard	A new life	pst.000032241341	malamud, bernard	A new life	1.0	1.0	6.9508147684	1	0	0.2593018946
mdp.39015040369509	machado de assis	Dom Casmurro : a novel	uc1.$b144560	machado de assis	Dom Casmurro, a novel;	1.0	0.9523809524	21.740845755100004	1	0	0.2601493029
uc1.b5267808	thackeray, william makepe	Christmas books	pst.000006718886	thackeray, william makepe	Christmas books, etc	1.0	0.8571428570999999	10.7800390368	1	0	0.2609342161
pst.000008915634	alcott, louisa may	Little men	loc.ark+=13960=t6931q12r	alcott, louisa may	Little men	1.0	1.0	7.6884553565	1	0	0.2640512797
nyp.33433082344833	hope, laura lee	Bunny Brown and his sister Sue at Christmas Tree Cove	nyp.33433082344809	hope, laura lee	Bunny Brown and his sister Sue and their Shetland pony	1.0	0.9428571429000001	33.0997483246	0	0	0.2665727755
mdp.39015002248667	fielding, henry	The history of the adventures of Joseph Andrews and his frie	hvd.hn65ju	fielding, henry	The history of the adventures of Joseph Andrews and his frie	1.0	1.0	99.9140675329	1	0	0.2673267382
nc01.ark+=13960=t59c7s05b	thackeray, william makepe	The memoirs of Barry Lyndon, esq. written by himself; Denis 	mdp.39015063760642	thackeray, william makepe	The memoirs of Barry Lyndon, esq., written by himself; Cathe	1.0	0.9714285714	42.5057335589	1	0	0.26735323440000003
pst.000006094201	lewis, alfred henry	Sanburrs	uc2.ark+=13960=t4th8cs2c	lewis, alfred henry	Sandburrs	1.0	0.9411764706	0.0	1	0	0.26751266879999996
nyp.33433076086382	fielding, henry	Mr. Jonathan Wild	umn.31951002004105r	fielding, henry	Jonathon Wild	1.0	0.8	5.0875963352	1	0	0.26809212649999997
nyp.33433074878863	lover, samuel	Rory O'More: a national romance	pst.000005320387	lover, samuel	Rory O'More, a national romance; with a biographical and cri	1.0	0.9230769231	28.4411971406	1	0	0.26931262710000003
uva.x001133551	fielding, henry	The history of Tom Jones	mdp.39076006602424	fielding, henry	The history of Tom Jones, a foundling	1.0	0.813559322	15.744539590799999	1	0	0.2715881117
wu.89000659094	thackeray, william makepe	The works of William Makepeace Thackeray	mdp.39015048881299	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.2734230733
uiuc.6439350v2	lewis, m. g. (matthew gre	The monk : a romance	uc1.l0054847637	lewis, m. g. (matthew gre	The monk. A romance	1.0	0.9473684211	11.4141763789	1	0	0.2734333747
uc2.ark+=13960=t05x27t8x	brooke, emma	Life the accuser	uiuo.ark+=13960=t9377n37v	brooke, emma	Life the accuser	1.0	1.0	12.033289453599998	1	0	0.2786303053
coo.31924014165025	fielding, henry	The history of Tom Jones, a foundling	nyp.33433076094006	fielding, henry	The history of Tom Jones.--Vol	1.0	0.8	9.6176704067	0	0	0.2833137273
coo.31924014165017	fielding, henry	The history of Tom Jones, a foundling	nyp.33433076094006	fielding, henry	The history of Tom Jones.--Vol	1.0	0.8	9.6176704067	1	0	0.2833137273
njp.32101068598083	fielding, henry	Miscellanies	uc2.ark+=13960=t43r0x87j	fielding, henry	Miscellanies	1.0	1.0	7.724004656699999	1	0	0.28348372489999996
uc1.b4374643	fielding, henry	The history of the adventures of Joseph Andrews and of his f	hvd.hn65ju	fielding, henry	The history of the adventures of Joseph Andrews and his frie	1.0	1.0	99.9140675329	1	0	0.2850628687
inu.30000121114106	joyce, james	Ulysses	mdp.39015062110369	joyce, james	Ulysses	1.0	1.0	7.6774004305	1	0	0.2856144402
hvd.32044020268421	stanhope, louisa sidney	The bandit's bride, or The maid of Saxony; a romance	uiuo.ark+=13960=t9v12pv2k	stanhope, louisa sidney	The bandit's bride, or, The maid of Saxony. A romance	1.0	0.9714285714	36.4395153239	1	0	0.2860202693
nyp.33433074857735	hawkins, laetitia matilda	Rosanne; or, A father's labour lost. : In three volumes	uc1.b3315122	hawkins, laetitia matilda	Rosanne, or, A father's labour lost : in three volumes	1.0	0.9714285714	43.7528582109	1	0	0.2864045674
nyp.33433074857727	hawkins, laetitia matilda	Rosanne; or, A father's labour lost. : In three volumes	uc1.b3315122	hawkins, laetitia matilda	Rosanne, or, A father's labour lost : in three volumes	1.0	0.9714285714	43.7528582109	1	0	0.2864045674
nyp.33433082256532	salzmann, christian gotth	Elements of morality for the use of young persons to which i	nyp.33433082297098	salzmann, christian gotth	Elements of morality, for the use of children : with an intr	1.0	0.9714285714	47.2555395233	1	0	0.28730986350000004
mdp.39015010701871	chesterton, g. k. (gilber	The secret of Father Brown	mdp.39015008444344	chesterton, g. k. (gilber	The wisdom of Father Brown	1.0	0.8076923077	12.277416085599999	0	0	0.2915482803
inu.30000107605499	lawrence, d. h. (david he	The woman who rode away ; St. Mawr ; The princess	inu.30000020687582	lawrence, d. h. (david he	The woman who rode away, and other stories	1.0	0.8	23.5739735963	0	0	0.29335856899999996
uc1.b3827558	fielding, henry	The history of Tom Jones, a foundling	nyp.33433074913660	fielding, henry	The history of Tom Jones, a foundling	1.0	1.0	23.778522325500003	1	0	0.2962911338
loc.ark+=13960=t3903061q	warner, charles dudley	My summer in a garden	nyp.33433006559417	warner, charles dudley	My summer in a garden	1.0	1.0	16.989586486900002	1	0	0.29799549329999997
nyp.33433076094006	fielding, henry	The history of Tom Jones.--Vol	nyp.33433074913660	fielding, henry	The history of Tom Jones, a foundling	1.0	0.8	9.6176704067	1	0	0.2984686543
mdp.39015048577475	schnitzler, arthur	Dream story	uc1.32106013750630	schnitzler, arthur	Dream story	1.0	1.0	7.6708948314	1	0	0.2996211041
inu.30000121114106	joyce, james	Ulysses	mdp.39076001979728	joyce, james	Ulysses	1.0	1.0	7.6774004305	1	0	0.29993901030000003
mdp.39015068050809	fielding, henry	Jonathan Wild	umn.31951002004105r	fielding, henry	Jonathon Wild	1.0	0.9230769231	5.0875963352	1	0	0.300543424
nyp.33433076058829	thackeray, william makepe	The memoirs of Mr. C.J. Yellowplush ; The Fitzboodle papers 	nyp.33433075763551	thackeray, william makepe	The memoirs of Mr. Charles J. Yellowplush	1.0	0.8	17.6728932001	0	0	0.3015515205
loc.ark+=13960=t3903061q	warner, charles dudley	My summer in a garden	nyp.33433006559433	warner, charles dudley	My summer in a garden	1.0	1.0	16.989586486900002	1	0	0.3021928326
nyp.33433074913652	fielding, henry	The history of Tom Jones, a foundling	uc1.b4839418	fielding, henry	The history of Tom Jones, a foundling	1.0	1.0	23.778522325500003	1	0	0.30287964920000005
inu.30000004272534	simenon, georges	Maigret and the toy village	uc1.32106011414049	simenon, georges	Maigret and the toy village	1.0	1.0	22.6727766387	1	0	0.3036575158
nyp.33433075821573	queen, consort of henry i	The heptameron	mdp.39015000559644	queen, consort of henry i	The Heptameron;	1.0	1.0	8.422882511900001	1	0	0.30415670920000004
mdp.39015057576889	schnitzler, arthur	Dream story	mdp.39015048577475	schnitzler, arthur	Dream story	1.0	1.0	7.6708948314	1	0	0.3044451377
nyp.33433076036825	means, e. k. (eldred kurt	Further E. K. Means. Is this a title? It is not. It is the n	nyp.33433074890488	means, e. k. (eldred kurt	More E. K. Means. Is this a title? It is not. It is the name	1.0	0.8571428570999999	157.08614331549998	1	0	0.3048031907
njp.32101063604332	kellogg, elijah	The ark of Elm Island	njp.32101063604324	kellogg, elijah	The boy farmers of Elm Island	1.0	0.8	13.6327409008	0	0	0.3057678238
