HTid,recordid,OCLC,LOCnum,author,imprint,date,enumcron,materialtype,subjects,genres,title,firstpub,Hackettlist,NumInList,Jgenre,Present
mdp.39015042474208,1375117,6688398,PS3501.B222M65,"Abbott, Eleanor Hallowell,",New York;Century;1910.,1910,<blank>,monograph,<blank>,Fiction,Molly make-believe,1910,1910,9,fic,
nyp.33433082175872,1375117,6688398,PS3501.B222M65,"Abbott, Eleanor Hallowell,",New York;Century;1910.,1910,<blank>,monograph,<blank>,Fiction,Molly make-believe,1910,1910,9,fic,y
uc2.ark:/13960/t8nc5ts38,6501204,276625,<blank>,"Abbott, Eleanor Hallowell,",Grosset & Dunlap;c1910,1910,<blank>,monograph,<blank>,Not fiction,Molly make-believe,1910,1910,9,fic,
mdp.39015063517281,242308,1854749,<blank>,"Abbott, Eleanor Hallowell,",New York;The Century co.;1911.,1911,<blank>,monograph,<blank>,Fiction,Molly Make-Believe,1910,1910,9,fic,
nyp.33433082176003,242308,1854749,<blank>,"Abbott, Eleanor Hallowell,",New York;The Century co.;1911.,1911,<blank>,monograph,<blank>,Fiction,Molly Make-Believe,1910,1910,9,fic,
uva.x004256219,9776139,54783277,PZ3.A1324M3,"Abbott, Eleanor Hallowell,",New York;The Century co.;1913.,1913,<blank>,monograph,<blank>,Not fiction,Molly Make-Believe,1910,1910,9,fic,
mdp.39015002717604,1911112,1286030,<blank>,"Rinehart, Mary Roberts,",New York;The Review of reviews co.;c1909,1909,<blank>,monograph,<blank>,biog?;Unknown,When a man marries,1909,1910,10,fic,
mdp.39015002717612,1911112,1286030,<blank>,"Rinehart, Mary Roberts,",New York;The Review of reviews co.;c1909,1909,<blank>,monograph,<blank>,biog?;Unknown,When a man marries,1909,1910,10,fic,
uc2.ark:/13960/t1qf8js9c,1911112,1286030,<blank>,"Rinehart, Mary Roberts,",New York;The Review of reviews co.;c1909,1909,<blank>,monograph,<blank>,biog?;Unknown,When a man marries,1909,1910,10,fic,
uc2.ark:/13960/t3jw87q3b,6102641,<blank>,PS3535.I73W45 1909,"Rinehart, Mary Roberts,",Indianapolis;The Bobbs-Merrill Company;c1909.,1909,<blank>,monograph,<blank>,Fiction,When a man marries,1909,1910,10,fic,y
uva.x004234840,9776328,16644440,PZ3.R47Wh4,"Rinehart, Mary Roberts,",New York;Grosset & Dunlap;1911,1911,<blank>,monograph,<blank>,Not fiction,When a man marries,1909,1910,10,fic,
