"docid","author","realname","pseudonym","gender","nationality","authordate","inferreddate","firstpub","latestcomp","allcopiesofwork","copiesin25yrs","enumcron","imprint","genres","subjects","category","shorttitle"
"nyp.33433074940614",,"Douglas, Mathilda",,"f","us",,1835,,1835,1,1,"v. 2","New-York;Harper & brother","NotFiction","Colonial period, ca. 1600","novel","Blackbeard. A page from the colonial history of Philadelphia"
"mdp.39015004990050","Mansfield, Katherine","Murray, Katherine Mansfield",,"f","nz","1888-1923.",1923,,1923,4,4,,"New York|A. A. Knopf|1923","Fiction",,"shortstories","The doves' nest, and other stories"
"nc01.ark+=13960=t1gj09x17","Moore, Edith Mary",,,"f","uk","1871-1949.",1920,,1920,1,1,,"London;Hodder & Stoughton",,,"novel","The blind marksman"
"njp.32101067631109","Brooks, Shirley",,,"m","uk","1816-1874.",1861,,1861,4,4,,"New York;Harper & brother","NotFiction",,"novel","The silver cord. A novel"
"uc2.ark+=13960=t4hm57h5p","Hume, Fergus",,,"m","uk","1859-1932.",1906,1900,1906,1,1,,"Chicago;Rand, McNally;c19",,,"novel","The bishop's secret"
"mdp.39015079149517","Brookfield, Amanda",,,"f","uk","1960-",2008,,2008,1,1,,"London|New York|Penguin|2","Novel","Fiction|Middle-aged mothe","novel","Life begins"
"mdp.39015009355689","SobolÊ¹, AndreÄ­","Sobol?, Andre?",,"m","ru","1888-1926.",1930,1930,1926,2,2,,"New York and London|C. Ke","NotFiction","Covan, Jenny|tr","novel","Freak show"
"nyp.33433076022346","Stevenson, Burton Egbert",,,"m","us","1872-1962.",1904,,1904,1,1,,"New York;Henry Holt and C","Fiction",,"novel","The Marathon mystery : a story of Manhattan"
"uc1.b3327330","Saltus, Edgar",,,"m","us","1855-1921.",1888,,1888,2,2,,"Chicago;New York;San Fran","Fiction",,"novel","Eden, an episode"
"uc2.ark+=13960=t45q4sn45","Arthur, T. S. (Timothy Shay)",,,"m","us","1809-1885.",1856,,1856,1,1,,"Philadelphia;J.W. Bradley",,,"shortstories","Tales from real life"
"hvd.32044014245443","Scott, Walter, Sir",,,"m","uk","1771-1832.",1845,,1832,1,1,"v.8","Philadelphia;Carey & Hart","NotFiction",,"nonfic","The Waverley novels : with the author's last corrections and additions"
"njp.32101067178184","Thackeray, William Makepeace",,,"m","uk","1811-1863.",1852,,1852,1,1,,"New York;D. Appleton and ","Fiction",,"novel","Men's wives"
"uc2.ark+=13960=t6h12x81f","Claytor, Graham",,,"m","us","1852-1903.",1864,,1864,2,2,"v.001","London;Longman, Green ; L",,,"novel","Late laurels"
"mdp.39015055945185",,,,"u",,,2007,,2007,1,1,,"New Delhi|Rupa & Co.|c200","NotFiction","Abridgments|BhÄgavatapurÄ","nonfic","Bhagavata Purana"
"mdp.39015080862744","Reynolds, Matthew",,,"u",,,2009,,2009,1,1,,"London|New York|Bloomsbur","Novel|Bibliographies","Interior decoration|Inter","nonfic","Designs for a happy home"
"inu.30000045131764","Meena, Gladstone",,,"m",,,1994,,1994,1,1,,"London|Macmillan|1994.","Fiction",,"novel","Remember death"
"coo.31924013521764","Marsh-Caldwell, Anne",,,"f","uk","1791-1874.",1857,1867,1857,9,9,"v.1","Leipzig;Tauchnitz;1857.","NotFiction",,"novel","The rose of Ashurst"
"yale.39002030972138","Trowbridge, Thomas R",,,"u",,,1895,,1895,1,1,,"New Haven;Dibble & Brink;","NotFiction","1781-1849|Trowbridge, Hen","nonfic","Grandfather's voyage around the world in the ship ""Betsey"", 1799-1801"
"njp.32101065705137","Rees, William Lee",,,"m","nz","1836-1912.",1878,,1878,1,1,,"London;Low;1878.","NotFiction",,"novel","Sir Gilbert Leigh; or, Pages from the history of an eventful life. With an appendix - ""The great pro-consul"""
"uc2.ark+=13960=t2j679w88","Stevens, Grant Eugene",,,"m","us",,1906,,1906,1,1,,"Chicago;1906.",,"Illinois|Chicago|Crime","novel","Wicked city"
"uc1.$b15215","Buckley, Horace Mann",,,"m",,"1883-",1938,,1938,1,1,"v. E","New York|American Book Co","NotFiction","Readers and speakers|Acci","nonfic","Road to safety;"
"inu.30000042740146","Norton, Carla",,,"u",,,1994,,1994,1,1,,"New York|W. Morrow and Co","NotFiction","Murder|Welfare recipients","nonfic","Disturbed ground : the true story of a diabolical female serial killer"
"nyp.33433075751622","Snaith, J. C. (John Collis)",,,"m","uk","1876-1936.",1914,,1914,1,1,,"New York and London;D. Ap","NotFiction","Fiction|1564-1616|Shakesp","novel","Anne Feversham"
"uiuo.ark+=13960=t33206z84",,,,"u",,,1824,,1824,1,1,"v.3","London;Sherwood, Jones;18",,,"novel","Caprice; or, Anecdotes of the Listowel family"
"uc1.$b730055","MartÃ­nez Sierra, Gregorio","Martínez Sierra, Gregorio ",,"m","es","1881-1947.",1921,1906,1921,1,1,,"Boston;R. G. Badger;c1921","Fiction",,"novel","Ana Maria (Tú eres la paz )"
"uc2.ark+=13960=t15m62k0j","Harland, Marion","Virginia Tehrune, Mary",,"f","us","1830-1922.",1869,,1869,2,1,,"New York;Carleton;London;","NotFiction",,"novel","Phemie's temptation"
"uc1.b251508","Glyn, Anna L",,,"f",,,1892,,1892,3,3,,"Bristol;J.W. Arrowsmith;1","Fiction",,"novel","Fifty pounds for a wife"
"uiuo.ark+=13960=t8hd8jz8v","Holstein, Anthony Frederick",,,"m",,,1810,,1810,4,4,"v.2","London;Printed at the Min",,,"novel","The miseries of an heiress"
"nyp.33433074837331","Beach, Rex",,,"m","us","1877-1949.",1915,,1915,2,2,,"New York &;London;Harper ","NotFiction",,"novel","Heart of the sunset"
"nyp.33433076027006","Simms, William Gilmore",,,"m","us","1806-1870.",1838,,1838,1,1,"v. 2","New-York;G. Adlard;1838.","Fiction","Indians of North America|","shortstories","Conrad Weickhoff. Logoochie. Jocassee. The Cherokee embassage"
"mdp.39015059412992","Locke, William John",,,"m","uk","1863-1930.",1928,,1928,1,1,,"New York|Dodd, Mead and c","Fiction",,"novel","Joshua's vision"
"nyp.33433061753012","Daudet, Alphonse",,,"m","fr","1840-1897.",1898,1881,1897,1,1,"v. 12","Boston|Little, Brown & co","Fiction",,"novel","Numa Roumestan"
"mdp.39015002705260","Schwartz, Lynne Sharon",,,"f","us","1939-",1980,,1980,1,1,,"New York|Harper & Row|c19","Fiction",,"novel","Rough strife"
"uiuo.ark+=13960=t7mp5kr2z","Mills, John",,,"m",,"-approximately 1885.",1884,,1884,3,3,"v.2","London;Hurst and Blackett",,,"novel","On the spur of the moment"
"uiuo.ark:/13960/t04x6dh7p","Foster, Thomas Dove",,,"u",,"1847-1915.",1923,,1915,1,1,,"Cedar Rapids, Iowa|Torch ","NotFiction","Fire, 1871","nonfic","A letter from the fire : being an account of the great Chicago fire, written in 1871"
"mdp.39015058807549",,,,"u",,,1993,,1993,1,1,,"Freedom, Calif.|Crossing ","ContainsBiogMaterial|NotF","Sex (Psychology)|Sexual b","nonfic","The time of our lives : women write on sex after 40"
"uc2.ark+=13960=t7dr2q88x","Miller, Harriet (Mann)",,,"m","us","1831-1918.",1904,,1904,1,1,,"Boston;New York;Houghton ",,,"novel","Kristy's queer Christmas"
"uc1.$b703967","Tharaud, Jean",,,"m","fr","1877-1952.",1924,,1924,2,2,,"New York|A. A. Knopf|1924","Fiction",,"novel","The shadow of the cross;"
"uiuo.ark+=13960=t6xw5202g","Opie, Amelia Alderson",,,"f","uk","1769-1853.",1818,,1818,3,3,"v.1","London;Longman;1818.",,,"shortstories","Miss Arlington; or, All is not gold that glitters. Proposals of marriage"
"mdp.39015037822650","Pelletier, Cathie",,,"f","us","1953-",1996,,1996,1,1,,"New York|Crown Publishers","Fiction|Humorous stories|","United States|Young men|P","novel","Beaming Sonny home"
"nyp.33433074929765","Author of Erma's engagement",,,"u",,,1873,,1873,1,1,,"Philadelphia;J.B. Lippinc","Fiction",,"novel","Blanche Seymour : a novel"
"mdp.39015029242024","Keller, Gary D",,,"m","us","1943-",1992,,1992,1,1,,"San Luis Obispo, Calif.|M","Fiction","Mexican Americans|Fiction","shortstories","Zapata Rose in 1992, & other tales"
"uiuo.ark+=13960=t3jw91227","Tabor, Eliza",,,"f","uk","1835-1914.",1867,,1867,3,3,"v.1","London;Hurst and Blackett",,,"novel","Alec's bride"
"hvd.hwspyj","Zschokke, Heinrich",,,"m","de","1771-1848.",1805,,1805,3,1,,"London;Printed by D.N. Sh","Fiction|UnknownGenre",,"novel","The bravo of Venice, a romance:"
"mdp.39076006981612","Lenski, Lois",,,"f","us","1893-1974.",1957,,1957,1,1,,"Philadelphia|Lippincott|1","Fiction",,"juvenile","Houseboat girl"
"uc1.$b105430","Sheridan, John D. (John Desmond)",,,"m","ir","1903-1980.",1962,,1962,1,1,,"New York|Farrar, Straus a","Fiction",,"novel","God made little apples"
"nyp.33433075763684","Tayler, Charles B. (Charles Benjamin)",,,"m","uk","1797-1875.",1855,1854,1855,1,1,,"New York;Stanford and Swo","Fiction","History|English fiction|F","shortstories","Legends and records, chiefly historical"
"mdp.39015050487779","Payne, Johnny",,,"m","us","1958-",2001,,2001,1,1,,"Evanston, Ill.|TriQuarter","Fiction|Satire","Fiction","novel","North of Patagonia"
"nc01.ark+=13960=t2p565t87","Gerrish, Theodore",,,"m","us","1846-1923.",1884,,1884,1,1,,"Bangor, Me.;O.F. Knowles ",,"United States|Civil War, ","novel","Will Newton, the young volunteer"
"uc1.b3123829","Hook, James",,,"m","uk","1772-1828.",1822,,1822,3,3,"v.3","Edinburgh;W. Blackwood: [","Fiction","823H755P1822A","novel","Pen Owen [a novel]"
"uc2.ark+=13960=t21c1w684","Martyn, Wyndham",,,"m","uk","1874-1963.",1912,,1912,2,2,,"Boston;Little, Brown, and",,,"novel","All the world to nothing"
"uc2.ark+=13960=t6zw1ck14","Brady, Cyrus Townsend",,,"m","us","1861-1920.",1912,,1912,1,1,,"New York;Grosset & Dunlap",,,"novel","The chalice of courage"
"uiuo.ark+=13960=t7np2j06s","Hartstonge, Matthew Weld",,,"m","uk","1772-1825.",1825,,1825,3,3,"v.1","London;For G. B. Whittake",,,"novel","The eve of All-Hallows;"
"mdp.39015041650410","Anantha Murthy, U. R","Ananthamurthy, Udupi Rajagopalacharya",,"m","in","1932-",1998,1994,1998,1,1,,"New Delhi|New York|Pengui","Fiction",,"novel","Bhava"
"mdp.39015048883675","Lange, Oliver",,,"m","us","1927-2013.",1973,,1973,1,1,,"New York|Stein and Day|19","Fiction",,"novel","Incident at La Junta"
"uc1.$b236200","De la Roche, Mazo",,,"f","ca","1879-1961.",1952,,1952,1,1,,"Boston|Little, Brown|1952","Fiction",,"shortstories","A boy in the house, and other stories"
"uva.x000468330","PÃ©rez de Hita, GinÃ©s",,,"u",,"1544?-1619?",1803,,1803,1,1,,"London;T. Ostell;1803.","NotFiction","History","nonfic","The civil wars of Granada;"
"mdp.39015063942786","Fielding, Archibald E","Feilding, Dorothy",,"f","uk","1900-",1936,,1936,1,1,,"New York|H. C. Kinsey & c","Fiction",,"novel","The case of the two pearl necklaces"
"hvd.32044097914220","Cooper, James Fenimore",,,"m","us","1789-1851.",1824,1821,1824,11,5,"v.2","New York;Charles Wiley;18","Domestic fiction|NotFicti","Revolution, 1775-1783|His","novel","The spy : a tale of the neutral ground"
"uc1.31175034928476","Benson, Robert Hugh, (Spirit)","Benson, Robert Hugh",,"m","uk","1871-1914.",1912,,1912,8,8,,"New York|Kenedy|c1912, 19","Fiction|NotFiction",,"novel","Come rack! Come rope!"
"pst.000025651935","Tolstoy, Leo, graf","Tolstoy, Leo",,"u",,"1828-1910.",1928,,1910,1,1,,"Roslyn, N.Y.|Black's Read","NotFiction","Russian literature|19th c","reprint","The works of Leo Tolstoi"
"uiuo.ark+=13960=t3hx1r852",,"Jones, James Athearn",,"m","us","1791-1854.",1817,,1817,1,1,"v.4","London;Sherwood, Neely, a",,,"novel","Hardenbrass and Haverill;"
"uc2.ark+=13960=t2p55g671","Lytton, Edward Bulwer Lytton, Baron","Bulwer-Lytton, Edward",,"m","uk","1803-1873.",1835,,1835,7,7,"v.003","London;Saunders and Otley","NotFiction","d. 1354|Fiction|Rienzo, C","novel","Rienzi"
"mdp.39015063975745","Shute, Henry A. (Henry Augustus)",,,"m","us","1856-1943.",1920,,1920,3,3,,"Boston;New York;Houghton ","Fiction",,"novel","The real diary of the worst farmer"
"uc1.$b181891","Sholokhov, Mikhail Aleksandrovich",,,"m","ru","1905-1984.",1943,,1943,1,1,,"New York|New Age Publishe","Fiction","Fiction|World War, 1939-1","novel","The science of hatred"
"njp.32101047683477","Lansing, Jenny H. Stickney",,,"u",,"1840-",1888,,1888,2,2,"3rd","Boston;Ginn & Co.;1888-92",,"Readers and speakers|1870","nonfic","A first[-fifth] reader"
"njp.32101065708693","Robinson, J. H. (John Hovey)",,,"m","us","1825-",1862,,1862,1,1,,"New York;F.A. Brady;c1862","Fiction","History|Civil War, 1861-1","novel","Milrose; or, The cotton-planter's daughter. A tale of South Carolina"
"uva.x030748828","Cullum, Ridgwell",,,"m","uk","1867-1943.",1909,,1909,3,3,,"Philadelphia;G. W. Jacobs","Fiction|NotFiction","English fiction","novel","The sheriff of Dyke hole;"
"uiuo.ark+=13960=t5v702v0c","Peregrine, Peter",,,"m",,,1809,,1809,4,4,"v.4","London;R. Spencer;1809.",,,"novel","Matilda Montfort"
"uc1.b3710877","Bodenheim, Maxwell",,,"m","us","1893-1954.",1930,,1930,1,1,,"New York|H. Liveright|193","NotFiction",,"novel","A virtuous girl"
"mdp.39015048899929","Maugham, W. Somerset, (William Somerset)",,,"m","uk","1874-1965.",1939,,1939,5,4,,"New York|Doubleday, Doran","Fiction|NotFiction",,"novel","Christmas holiday"
"uc1.$b244084","Payne, Robert",,,"m","uk","1911-1983.",1943,,1943,4,4,,"London|W. Heinemann|1943","Fiction",,"novel","David and Anna"
"hvd.hnnzn9",,"Sterling, John",,"m","uk","1806-1844.",1833,,1833,1,1,"v.1","Philadelphia;E.L. Carey &","NotFiction",,"novel","Fitzgeorge; a novel"
"uiuo.ark+=13960=t2697sn9b","Robertson, Anne I",,,"f",,,1865,,1865,3,3,"v.1","London;T. Cautley Newby;1",,,"novel","Yaxley and its neighbourhood"
"uc1.b4451814","Ehrlich, Max",,,"m","us","1909-1983.",1981,,1981,1,1,,"New York|Arbor House|c198","Fiction",,"novel","Shaitan : a novel"
"uiuo.ark+=13960=t4sj2464k","Tabor, Eliza",,,"f","uk","1835-1914.",1884,,1884,3,3,"v.3","London;Hurst and Blackett",,,"novel","Lady Lowater's companion"
"hvd.hn6lkm","Madame Guizot, (Elisabeth Charlotte Pauline)","Guizot, Elisabeth Charlotte Pauline",,"f","fr","1773-1827.",1835,,1827,3,3,,"Boston;W.D. Ticknor;1835.","NotFiction",,"shortstories|juvenile","Tales in French for young persons"
"uiuo.ark+=13960=t5bc4m870","Sinclair, Catherine",,,"f","uk","1800-1864.",1855,1853,1855,4,4,"v.2","London;R. Bentley;1855.",,,"novel","Cross purposes"
"mdp.39015059159650","Parsons, Tony",,,"m","uk","1953-",2004,,2004,1,1,,"London|HarperCollins|2004","Fiction","Fiction|Sisters|Parenthoo","novel","The family way"
"uc1.32106006836651","Callison, Brian",,,"m","uk","1934-",1981,,1981,1,1,,"London|Collins|1981.","Fiction",,"novel","The sextant"
"nyp.33433066652649","Snowe, Joseph",,,"u",,,1839,,1839,2,2,"v. 2","London;F. C. Westley [etc","NotFiction","History|Rhine River Valle","nonfic","The Rhine, legends, traditions, history, from Cologne to Mainz"
"mdp.39015058708945",,,,"u",,,1993,,1993,1,1,,"New York|Barnes & Noble|1","Short stories|ContainsBio","Historical fiction|Detect","nonfic","Historical whodunits"
"mdp.39015019395782","Bear, Greg",,,"m","us","1951-",1985,,1985,2,2,,"New York|Arbor House|c198","Fiction|NotFiction","20th century|American lit","novel","Blood music"
"njp.32101065190488","Nesbit, Wilbur D. (Wilbur Dick)",,,"m","us","1871-1927.",1906,,1906,2,2,,"New York;London;Harper & ","Fiction",,"novel","The gentleman ragman; Johnny Thompson's story of the Emigger"
"mdp.39015014860459","Mulvihill, William",,,"m","us","1923-2004.",1960,,1960,2,2,,"New York|Putnam|1960","Fiction|NotFiction",,"novel","The sands of Kalahari, a novel"
"mdp.39015007047585","Alsop, Gulielma Fell",,,"u",,"b. 1881.",1941,,1941,1,1,,"New York, [N.Y.|Vanguard ","Bibliographies|NotFiction","Women|Employment|Conduct ","nonfic","She's off to work : a guide to successful earning and living"
"inu.39000005897868","Roberts, Nancy",,,"f","us","1924-2008.",1970,,1970,1,1,,"Charlotte, N.C.|McNally a","NotFiction","Ghost stories|Southern St","nonfic","This haunted land"
"mdp.39015030848900","Bailey, Paul",,,"m","uk","1937-",1970,,1970,1,1,,"London|Cape|1970.","Fiction",,"novel","Trespasses"
"uc2.ark+=13960=t95719c5p","Miller, Harriet (Mann)",,"Miller, Olive Thorne","f","uk","1831-1918.",1897,,1897,2,2,,"Boston and New York;Hough","NotFiction","Birds","nonfic","Upon the tree-tops"
"inu.39000004065236","Coleridge, Mary E. (Mary Elizabeth)",,,"m","uk","1861-1907.",1904,,1904,1,1,,"Lond.;E. Arnold;1904.","Fiction",,"novel","The shadow on the wall : a romance"
"hvd.hn2ghf","Semple, Elizabeth",,,"u",,,1804,,1804,1,1,,"London;Printed for J. Har","Juvenile audience|NotFict",,"shortstories|juvenile","Gertrude, Agnes and Melite, and Amelia Douglas: tales, for the instruction and amusement of young persons"
"nyp.33433075754642","Tayler, Charles B. (Charles Benjamin)",,,"m","uk","1797-1875.",1851,,1851,1,1,,"New York;Stanford and Swo","NotFiction",,"novel","The angels' song : a Christmas token"
"uc2.ark+=13960=t3pv6bn87","Wheatley, Sarah",,,"u",,,1806,,1806,2,2,,"London;Longman, Hurst, Re",,"Juvenile literature|Condu","nonfic","The Christmas fire-side"
"uc1.b4432485","Boyar, Jane","Boyar, Jane|Boyar, Burt",,"u","us",,1975,,1975,1,1,,"New York|Random House|197","Fiction",,"novel","World class"
"umn.319510020490650","Suckow, Ruth",,,"f","us","1892-1960.",1934,,1934,4,4,"v.1","New York|Farrar & Rinehar","Pastoral fiction|Fiction|","Fiction","novel","The folks"
"mdp.39015029398388","Laxalt, Robert",,,"m","us","1923-2001",1985,,1985,1,1,,"Reno|University of Nevada","Fiction","Fiction|Basques","novel","A cup of tea in Pamplona"
"pst.000005756322","Whitman, Allen",,,"m",,"1925-",1967,,1967,1,1,,"Minneapolis|Augsburg Pub.","NotFiction",,"shortstories","Parson McFright : short stories for harried churchmen"
"njp.32101064789710","Eliot, George",,,"f","uk","1819-1880.",1878,1879,1878,2,2,"v. 1","Edinburgh;London;William ","NotBiographical|NotFictio",,"novel","Impressions of Theophrastus Such"
"uc1.$b105427","Shearing, Joseph","Bowen, Marjorie",,"f","uk","1888-1952.",1942,,1942,1,1,,"New York, N.Y.|Smith & Du","Fiction",,"novel","The spectral bride"
"nyp.33433082345905","Gray, Joslyn",,,"f",,,1919,,1919,1,1,,"New York;Charles Scribner","Juvenile audience|Fiction",,"novel","Rosemary Greenaway"
"nyp.33433074876255","M'Henry, James",,,"m","us","1785-1845.",1825,,1825,2,2,"v. 2","Philadelphia;A. R. Poole;","Fiction","Irish fiction|History|Fic","novel","The hearts of steel : an Irish historical tale of the last century"
"mdp.39015080474425","Maupassant, Guy de",,,"m","fr","1850-1893.",1900,1890,1893,1,1,,"New York;Tucker Pub. Co.;","UnknownGenre|Pamphlets","Tucker Publishing Company","shortstories","Who Knows?"
"uc2.ark+=13960=t7kp7zc3h","Weindel, Henri de",,,"m","fr","1868-1944.",1909,,1909,1,1,,"London;J. Long;1909.",,"Austria|Franz Joseph|1830","novel","The real Francis-Joseph"
"nyp.33433082222088","Morley, Henry",,,"m","uk","1822-1894.",1875,,1875,1,1,"v. 4 (Shorter Works in English Prose)","London;Cassell & Co.;1875","NotFiction","English literature","shortstories","[The library of English literature]"
"mdp.39015002243486","Arnow, Harriette Louisa Simpson",,"Simpson, Harriete","f","uk","1908-1986.",1936,,1936,3,1,,"New York|Covici-Friede|19","Fiction","Fiction|Mountain life|App","novel","Mountain path"
"mdp.39015008247424","Boulle, Pierre",,,"m","fr","1912-1994.",1963,,1963,1,1,,"New York|Vanguard Press|1","Fiction",,"novel","Planet of the apes"
"uiuo.ark+=13960=t9c53x143","Coleridge, Christabel R",,,"f","uk","1843-1921.",1881,,1881,3,3,"v.2","London;Sampson Low, Marst",,,"novel","An English squire"
"mdp.39015039792547","Bird, Robert Montgomery",,,"m","us","1806-1854.",1837,,1837,5,5,"v.1","London;R. Bentley;1837.","Fiction","Frontier and pioneer life","novel","Nick of the woods; a story of Kentucky"
"nyp.33433076083538",,,,"u",,,1834,,1834,1,1,,"London;T. Holmes;1834].","NotFiction","Gift books","shortstories|poetry","The Offering : a tribute of friendship and affection ; illustrated with fine engravings"
"loc.ark+=13960=t2q534284","[Perry, C. E","Perry, Dorothy Frances McCrae",,"f","au","1879-1937.",1879,,1879,1,1,,"Albany, N.Y.;1879.",,,"novel","'Tween you and me"
"njp.32101067644748","Fogerty, J",,,"m",,,1887,,1887,2,2,"v.1","London;Hurst;1887.",,,"novel","Caterina"
"uc2.ark+=13960=t09w0d07w","Cunningham, J. W. (John William)",,,"m","uk","1780-1861.",1816,,1816,3,3,,"London;Cadell;1816.","Fiction|NotFiction",,"novel","Sancho; or The proverbialist"
"nyp.33433075727960","Fothergill, Caroline",,,"f",,,1889,,1889,1,1,,"New York;Harper;1889.","NotFiction",,"novel","Diana Wentworth, a novel"
"hvd.32044050970466","Carleton, William",,,"m","ir","1794-1869.",1834,,1834,1,1,,"Dublin;W. Curry;1834.","NotFiction","Ireland|Tales","shortstories","Tales of Ireland"
"pst.000054302082","Johnson, R. M. (Rodney Marcus)",,,"m","us","1968-",2004,,2004,1,1,,"New York|Simon & Schuster","Legal stories|Psychologic","Separation (Psychology)|F","novel","The Million Dollar Divorce: A Novel"
"mdp.39076005013805","Lytton, Edward Bulwer Lytton, Baron",,,"m","uk","1803-1873.",1891,1832,1873,1,1,"v.3","Boston;Dana Estes and Co.","Fiction",,"reprint","Bulwer's novels"
"uiuo.ark+=13960=t08w43z30","Crandolph, Augustus Jacob",,,"m",,,1811,,1811,3,3,"v.3","London;Printed at the Min",,,"novel","The mysterious hand, or, Subterranean Horrours!"
"uiuo.ark+=13960=t7zk5qg9g","Fogerty, J",,,"m",,,1873,,1873,3,3,"v.2","London;Strahan & Co.;1873",,,"novel","Lauterdale"
"mdp.39076005945360","Merrill, Kenneth E",,,"u",,,1961,,1961,1,1,,"Lawrence|Center for Resea","Fiction","United States|Industrial ","nonfic","Plant location and community changes"
"hvd.hxgeza","Byron, Medora Gordon",,"A Modern Antique","f",,,1809,,1809,4,4,"v.1","London;Printed at the Min","Fiction",,"novel","Celia in search of a husband"
"mdp.39015059720808","McDearmid, Andrew",,,"m",,,1970,,1970,1,1,,"Bombay|Jaico Pub. House|1","Fiction",,"shortstories","The man-eater of Rupaidiha and other stories"
"uiuo.ark+=13960=t12n5hx3w","Hannay, James",,,"m","uk","1827-1873.",1850,,1850,3,3,"v.3","London;H. Colburn;1850.",,"823H192S","novel","Singleton Fontenoy, R.N"
"nyp.33433008489217","Glascock, W. N. (William Nugent)",,,"u",,"1787?-1847.",1834,,1834,3,3,"v. 1","London;Whittaker;1834.","NotFiction","History|Great Britain|Roy","nonfic","Naval sketch-book: or, The service afloat and ashore; with characteristic reminiscences, fragments and opinions"
"uc1.32106007688648","Thackeray, William Makepeace",,,"u",,"1811-1863.",1886,,1863,1,1,"v.8","New York;G. Routledge;188","NotFiction",,"reprint","Complete works"
"uc1.b4103604",,"Carleton, George Washington","Radical Freelance","m","us","1832-1901.",1868,,1868,4,4,,"New York;G.W. Carleton;18","Fiction","Satire, American|Utopias|","novel","The Philosophers of Foufouville"
"mdp.39015039923225","Burgin, Richard",,,"m","us","1947-",1998,,1998,1,1,,"Baltimore|Johns Hopkins U","Fiction","Short stories, American","shortstories","Fear of blue skies"
"nyp.33433074855457","Gale, Norman",,,"m","uk","1862-1942.",1903,,1903,1,1,,"London;The W. Scott Pub. ","Fiction","English fiction","novel","Barty's star"
"inu.30000112856103","Hartley, Desmond Levi Bradshaw",,,"u",,,1968,,1968,1,1,,"London|Thames & Hudson|19","Bibliographies|Fiction",,"nonfic","Modern novelists: selected readings from English fiction;"
"mdp.39015064866943","Nyamnjoh, Francis B",,,"m","cmr","1961-",2006,,2006,1,1,,"Nairobi, Kenya|East Afric","Novel",,"novel","A nose for money"
"mdp.39015001181851","Lyon, Danny",,,"u",,,1980,,1980,1,1,,"Bernalillo, N.M. (Box 160","NotFiction","Photography, Artistic|Des","nonfic","The paper negative"
"uiuo.ark+=13960=t7np2rz8s","Helme, Elizabeth",,,"f","uk","d. 1814?",1801,,1801,4,4,"v.3","London;Printed for Earle ",,,"novel","St. Margaret's cave"
"uiuo.ark+=13960=t0ks76f0z","Keon, Miles Gerald",,,"m","ir","1821-1875.",1879,1852,1875,6,6,"v.3","London;R. Bentley;1879.","Fiction","823K433H|Irish fiction","reprint","Harding the money-spinner"
"mdp.39015047868222","West, Paul",,,"m","us","1930-2015.",2000,,2000,1,1,,"New York|Scribner|c2000.","Western stories|Biographi","Criminals|Earp, Wyatt|Hol","novel","O.K. : the corral, the Earps, and Doc Holliday : a novel"
"nyp.33433076051964","Mason, Caroline (Atwater)",,,"f","us","1853-1939.",1899,,1899,2,2,,"Philadelphia;A.F. Rowland","Fiction",,"novel","A wind flower; a novel"
"mdp.39015077147133","D'Ancona, Matthew",,,"m","uk","1968-",2008,,2008,1,1,,"London|Hodder & Stoughton","Novel|Folklore","Divorced women|Man-woman ","novel","Nothing to fear"
"uiuo.ark+=13960=t0jt08879","Braddon, M. E. (Mary Elizabeth)",,,"f","uk","1835-1915.",1887,,1887,4,4,"v.2","London;Spencer Blackett;1",,,"novel","Like and unlike"
"uiuo.ark+=13960=t22b9d63x","Gore","Gore, Catherine Grace Frances",,"f","uk","1798-1861.",1842,,1842,4,4,"v.3","London;R. Bentley;1842.",,"Bookplate|Yellowback book","novel","The ambassador's wife"
"uiuo.ark+=13960=t86h53j3s","Maughan, Janet",,,"f",,,1866,,1866,3,3,"v.1","London;Tinsley;1866.",,,"novel","The man of mark"
"uc1.32106006839267","Just, Ward S",,,"m","us","1935-",1984,,1984,1,1,,"New York|Viking Press|198","Fiction",,"novel","The American blues"
"uc2.ark+=13960=t74t6hp34","Merrill, Mollie Slater",,,"f",,,1915,,1915,1,1,,"San Francisco;c1915.",,"Panama-Pacific Internatio","novel","Gullible's travels to the Panama-Pacific International Exposition"
"uva.x000607926","Mathews, John Lathrop",,,"m","us","1874-",1911,,1911,2,2,,"Boston;Small, Maynard and","NotFiction","Houseboats","novel","The log of the Easy Way"
"uc1.b3462013","Clifton, Mark","Clifton, Mark|Riley, Frank",,"m","us","1906-1963.",1957,,1957,2,2,,"New York|Gnome Press|1957","Fiction",,"novel","They'd rather be right"
"uc2.ark+=13960=t6j09xd5s","McNeil, Everett",,,"m","us","1862-1929.",1911,,1911,1,1,,"New York;E.P. Dutton;c191",,,"novel","The cave of gold;"
"uc2.ark+=13960=t3513vb6c","Wilson, Anna May",,,"f","us","1870-",1897,,1897,1,1,,"Elgin, Ill. ; Chicago;D.C",,"Mu??????ammad|Fiction|d. ","novel","The days of Mohammed"
"uc1.32106002094255","Cain, James M. (James Mallahan)",,,"m","us","1892-1977.",1965,,1965,2,2,,"New York|Dial Press|1965.","NotFiction",,"novel","The magician's wife"
"uc2.ark+=13960=t6154gk3v",,,,"u",,,1843,,1843,1,1,,"London;Harvey and Darton;",,"Juvenile literature|Natur","nonfic|juvenile","Glimpses of natural history"
