docid	allwords	stanfordwords
uiuo.ark+=13960=t3514q38x	57523	998
uiuo.ark+=13960=t8hd8jz8v	58921	932
uiuo.ark+=13960=t08w43z30	44161	1507
nyp.33433076078843	215853	5927
uiuo.ark+=13960=t4th96q76	36330	951
inu.30000118294887	56646	2403
njp.32101067172963	130849	3607
mdp.39015078574327	101753	3616
uiuo.ark+=13960=t12n5t636	56960	1278
uiuo.ark+=13960=t2b85hw0z	39162	832
nnc1.0043378153	46009	1544
mdp.39015065770755	50781	72
nnc1.1002231824	41246	839
uiuo.ark+=13960=t04x5pc89	53258	991
uiuo.ark+=13960=t3jw8vm7c	72603	1568
uiuo.ark+=13960=t1bk2141g	75371	1939
mdp.39015063561586	57056	1618
mdp.39015064003018	242082	7082
uiuo.ark+=13960=t10p1rt7k	52608	1032
uiuo.ark+=13960=t5k93g516	88703	2149
uiuo.ark+=13960=t80k2nk22	99374	2732
uiuo.ark+=13960=t2b85z60c	54486	1500
hvd.hwe3lv	122833	3639
nyp.33433076062334	192146	6618
uc1.b3326164	38873	750
hvd.hxk4l9	103289	3550
uiuo.ark+=13960=t3tt53x7z	65543	1588
mdp.39015012113810	98320	3248
uiuo.ark+=13960=t4xh05m31	98459	3853
uiuo.ark+=13960=t0ns18n38	79552	2107
uiuo.ark+=13960=t6xw5202g	68253	1895
uc1.b3123709	75701	2100
mdp.39015064002739	208673	5961
njp.32101038161665	79548	2190
mdp.39015063931243	83227	2014
uiuo.ark+=13960=t6155666f	57142	1153
njp.32101007891326	47534	1113
uc1.$b278741	45305	1017
uc1.b3326165	35715	695
uiuo.ark+=13960=t76t15q92	60223	1619
uc1.b3325432	64360	1832
nyp.33433074868237	70459	3233
njp.32101068177243	83367	2276
uiuo.ark+=13960=t3bz6v35r	65381	1959
hvd.hn3n5m	210728	7076
njp.32101067640787	65678	1727
uiuo.ark+=13960=t3hx1r852	81333	2402
mdp.39015028390121	126802	3613
uc2.ark+=13960=t09w0d07w	34031	724
njp.32101067173003	129540	3592
uiuo.ark+=13960=t9474s15t	62177	1371
njp.32101067628865	33157	1139
uiuo.ark+=13960=t0cv5377g	62553	2530
nyp.33433066579420	79411	145
mdp.39015063526787	32550	1195
uiuo.ark+=13960=t5w67451b	64382	1622
uc1.$b248179	14048	505
uiuo.ark+=13960=t2x35d69n	60589	2087
njp.32101067630903	65417	1917
hvd.hn3n5s	264314	7395
uc2.ark+=13960=t4qj7976b	19466	543
nyp.33433006539153	122478	5850
uiuo.ark+=13960=t6h13d823	51560	1153
hvd.hwadaj	102818	3354
nyp.33433067303838	72927	3540
dul1.ark+=13960=t46q2t31h	70314	2192
nyp.33433067408595	780541	29555
njp.32101068163789	34762	755
hvd.hxj2ez	845763	27415
hvd.hxj2fv	781489	29473
uc1.$b254220	46991	1229
uiuo.ark+=13960=t9474sr38	80897	2567
uiuo.ark+=13960=t3dz0kv1q	56056	1771
uiuo.ark+=13960=t5x642309	40378	849
uc2.ark+=13960=t0tq5vc52	11462	409
uiuo.ark+=13960=t2k65383v	69631	2399
mdp.39015065444757	94508	2284
uiuo.ark+=13960=t75t4866z	67891	1697
mdp.39015010950544	69088	2021
njp.32101066591742	36124	1038
uiuo.ark+=13960=t0ht34n1h	48211	1108
nyp.33433082531934	79174	3301
uc2.ark+=13960=t1qf91q47	31539	710
uc2.ark+=13960=t3xs5q96f	76625	2510
uiuo.ark+=13960=t0ht2zr4v	49046	847
njp.32101067329647	45611	1007
hvd.32044020392411	66354	1706
uc1.32106019618609	61564	1612
njp.32101075728475	72251	2091
njp.32101065712935	215592	6079
mdp.39015063992641	70495	1633
nyp.33433074855168	52175	1516
nyp.33433074955448	49333	1489
hvd.32044019951185	168319	6713
hvd.hn2rru	103490	3271
njp.32101073308122	63878	1989
uiuo.ark+=13960=t2d79kv9g	93352	3004
mdp.39015063976412	126746	6383
uiuo.ark+=13960=t8qc0p18w	58821	1813
nyp.33433081996336	119175	3655
nyp.33433074915038	105905	3857
njp.32101062942113	91692	2291
nyp.33433081995049	120507	3778
hvd.32044097914220	98658	3428
nyp.33433076025596	198277	4872
njp.32101068163615	69197	1793
uc2.ark+=13960=t6736pt8t	126830	4268
hvd.32044013683610	74280	2286
hvd.hnspmy	74047	2179
njp.32101063609034	22931	1192
mdp.39015073749023	127579	3288
njp.32101068163854	57755	1388
hvd.32044086802147	45023	1095
nyp.33433074927645	146385	3800
uiuo.ark+=13960=t33206z84	67220	1701
hvd.hn2hc5	50771	2174
uiuo.ark+=13960=t8gf1dn6k	50906	1275
uiuo.ark+=13960=t3qv3sr65	57640	940
uiuo.ark+=13960=t58d0m350	71505	1995
hvd.32044080933450	98762	2386
nyp.33433067294755	99576	2043
uc2.ark+=13960=t19k4bc1s	63459	1202
hvd.hnp4pz	241230	5703
mdp.39015063573060	74935	2537
hvd.32044024346314	6409	192
nyp.33433067296644	565743	15955
uiuo.ark+=13960=t14m9t26n	71684	1723
uiuo.ark+=13960=t10p1qp5d	67626	1385
nyp.33433074881040	29406	581
hvd.hn6lvs	26088	2004
hvd.hn6lkm	37234	40
njp.32101069165379	58594	1787
mdp.39015063916723	80738	3002
mdp.39015064415188	76266	2905
nyp.33433082547609	141512	6653
uiuo.ark+=13960=t7np2j06s	67589	1754
hvd.hxcp8q	106062	4710
nyp.33433074875760	85341	1839
uc1.$b250095	55031	1067
hvd.hwadvd	118615	3724
hvd.32044086801834	63057	2472
nyp.33433075768253	105480	2119
nyp.33433082352067	137729	2599
nyp.33433061821587	82442	3794
njp.32101066120450	50511	1603
uiuo.ark+=13960=t36119k7x	65097	2718
mdp.39015014331725	37026	929
uiuo.ark+=13960=t5t73084p	82259	2851
wu.89087923314	98419	4274
njp.32101066458116	97888	3259
uiuo.ark+=13960=t9j393d7p	91056	2311
uiuo.ark+=13960=t76t0x921	69594	1813
nyp.33433071373652	53642	1528
njp.32101068163508	63204	1845
uc1.$b250358	62981	1990
njp.32101066458140	84902	2745
uiuo.ark+=13960=t7sn0v67t	70465	2069
uiuo.ark+=13960=t5j96f67z	67893	1394
nyp.33433076078256	235738	9849
uiuo.ark+=13960=t00z7pq4q	46077	1795
dul1.ark+=13960=t7rn3x266	58346	2031
nyp.33433082296223	91444	3375
mdp.39015035550246	71818	2635
nyp.33433081595013	72549	2750
inu.32000004490787	124363	5357
nyp.33433075762652	62571	1992
uiuo.ark+=13960=t4sj1vq72	67870	1387
uiuo.ark+=13960=t06w9mr29	56698	1578
umn.31951002377644r	37928	1318
nyp.33433074868120	35028	904
hvd.hn2gfm	53780	1698
uiuo.ark+=13960=t6sx6t75n	65790	2738
hvd.32044058243072	55047	1793
nyp.33433081989703	71883	3048
uc1.$b358650	353553	10317
nyp.33433082352042	147178	3119
mdp.39076005013805	311618	11057
hvd.hn3n65	208887	5996
hvd.32044086798857	85022	2545
nyp.33433066655733	252006	9414
nyp.33433074888862	97478	1986
mdp.39015062686400	57047	1096
uc2.ark+=13960=t4th8d47p	127811	5841
nyp.33433074915533	105281	3666
hvd.32044050970466	106711	4134
hvd.hwkagd	92127	3339
inu.39000005802959	66727	2344
nyp.33433074855184	70184	2475
nyp.33433074942685	24568	810
uc2.ark+=13960=t47p90s15	62356	1366
mdp.39015059376197	59600	1237
hvd.32044086801974	96388	3934
hvd.hn5dj1	1622	49
nyp.33433008489217	54664	1975
njp.32101074942507	71876	2046
nyp.33433076078595	93391	4288
uiuo.ark+=13960=t44q88r9x	66459	1486
inu.32000009648280	28896	993
uiuo.ark+=13960=t7qn6pk7b	68757	1706
yale.39002009846560	27533	1191
nyp.33433076029788	76291	2662
nyp.33433074878236	25215	1057
mdp.39015062237170	195800	5626
uc1.$b305452	85261	3265
nyp.33433074940614	79102	3098
uiuo.ark+=13960=t4dn4qr64	65487	2505
nyp.33433075747141	87335	3517
hvd.hn5dn6	25798	831
uiuo.ark+=13960=t66408j7j	77277	3036
nnc1.cu58483284	62038	1692
uiuo.ark+=13960=t5j96rh1t	64092	1848
njp.32101064790742	66222	1665
nyp.33433074938121	114405	4365
hvd.32044090309790	57624	3125
uiuo.ark+=13960=t71v63h97	77176	2806
uc1.b3581552	71690	2582
uc2.ark+=13960=t46q29319	116674	4742
uiuo.ark+=13960=t7br9gz62	71493	2084
uc2.ark+=13960=t4bp02s9c	212110	9700
hvd.32044087183596	32783	1182
nyp.33433076032386	171467	4667
uc2.ark+=13960=t2p55g671	72490	2082
njp.32101066459312	61064	2663
uc1.b3339459	258841	9454
uiuo.ark+=13960=t85h81m7m	65718	2630
uiuo.ark+=13960=t1vd7br13	57751	1953
mdp.39015039792554	58193	2204
uc1.b4104064	29899	2241
wu.89090379819	91725	3699
uiuo.ark+=13960=t7br94x31	84689	3253
uiuo.ark+=13960=t2z32g882	69882	2661
nyp.33433074864236	75907	3093
uc2.ark+=13960=t2s46nz30	180409	4487
njp.32101068154408	86545	4034
nyp.33433081652574	74728	2683
nyp.33433076027006	48675	1934
uiuo.ark+=13960=t3xs6cn46	216054	8446
hvd.hnnzq4	71903	1962
njp.32101064071184	14416	349
nyp.33433076078231	219829	8720
uc1.$b266926	48619	1984
nyp.33433066652649	206497	6610
mdp.39015078560276	40789	1024
hvd.32044088987615	32574	1077
uiuo.ark+=13960=t8df7873r	70724	2371
hvd.32044009812777	29847	1516
nnc1.1000448850	57158	2274
hvd.32044004799219	222738	6498
uc2.ark+=13960=t3vt1hq0n	69391	2885
njp.32101064710914	55203	1705
uiuo.ark+=13960=t86h4zc21	56698	1574
wu.89098875719	27381	949
hvd.hnp18q	55411	1389
hvd.hnp4qx	62403	2455
inu.30000005359421	30882	1476
uiuo.ark+=13960=t3vt2953t	70433	2069
njp.32101064710591	703581	24483
uiuo.ark+=13960=t0ms4c84w	56070	2031
uiuo.ark+=13960=t22b9d63x	57911	1085
uc2.ark+=13960=t3st7kz1r	75291	1681
hvd.hwjt4e	40662	1313
hvd.32044081811341	51007	992
uiuo.ark+=13960=t6c25g95p	68863	2648
uiuo.ark+=13960=t1jh3z86d	68757	2246
uiuo.ark+=13960=t9z03qj2x	59976	2166
uc2.ark+=13960=t74t6gp9m	61689	2754
loc.ark+=13960=t5r78mh70	51582	1684
uiuo.ark+=13960=t0sq96369	69051	2327
nyp.33433076016843	205525	7524
uiuo.ark+=13960=t4th93s6c	102670	3224
hvd.hnnzl8	589596	25539
uc2.ark+=13960=t3707zj06	159417	5257
uc1.b3123706	57606	3004
nyp.33433074879366	174758	4889
uva.x000427966	257284	9990
nyp.33433074931597	73251	2437
uiuo.ark+=13960=t0000tq23	81805	2694
uiuo.ark+=13960=t0qr5fj5r	51959	1608
njp.32101075727980	95836	1592
njp.32101033289859	144510	4803
uc2.ark+=13960=t6154gk3v	40677	1023
hvd.32044096989538	80139	3944
uc1.b3325678	51253	1360
nyp.33433074930110	137794	5744
nyp.33433074895958	144631	7085
nyp.33433076055486	767932	27446
nyp.33433076066939	46107	1153
uc2.ark+=13960=t53f4p02b	174645	8166
uc2.ark+=13960=t0ns0rq5j	51267	1944
uc2.ark+=13960=t01z43536	71979	2445
uiuo.ark+=13960=t75t49798	57506	2101
uiuo.ark+=13960=t5r790q9k	55081	2062
nyp.33433076074115	98942	1694
uc1.b3326031	151261	5781
uc1.b3123724	101821	2794
hvd.32044088980156	15504	372
nyp.33433074947189	166617	4957
uc2.ark+=13960=t4mk67860	111631	4233
uiuo.ark+=13960=t84j14f6h	152506	5860
nyp.33433069339749	97933	121
njp.32101067647816	75105	3409
uc2.ark+=13960=t7sn03n62	248594	19609
nyp.33433074921101	197261	9098
uiuo.ark+=13960=t3nv9vv41	85298	4406
nnc1.1002281244	189400	7342
hvd.hn3828	19934	511
uva.x030808559	6873	171
uiuo.ark+=13960=t0ms43c1g	66584	1554
coo.31924002854994	706266	27873
nyp.33433076018294	103801	3798
uiuo.ark+=13960=t5w66vw4h	71130	2144
uc1.32106007688648	429832	18383
uc2.ark+=13960=t3804z03n	164256	7845
uc2.ark+=13960=t2k64ct5x	54061	1944
uc2.ark+=13960=t4rj4ck98	59262	1723
uiuo.ark+=13960=t73v05w2z	75617	2595
njp.32101068176690	57498	1549
uc2.ark+=13960=t4zg6h95b	41022	1694
uiuo.ark+=13960=t86h5706q	90425	2642
uc2.ark+=13960=t5w669q8k	50515	2793
nyp.33433074961859	45992	1586
uc2.ark+=13960=t82j6h609	53889	2329
uc2.ark+=13960=t3901zw01	43607	2321
nyp.33433076069602	42554	1656
uiuo.ark+=13960=t5bc4m870	89705	3555
uiuo.ark+=13960=t7cr65n7z	56884	1713
uiuo.ark+=13960=t6sx6xq74	88075	2943
uiuo.ark+=13960=t6c25js1v	88898	2431
uva.x001687872	141737	5836
uc2.ark+=13960=t08w38973	93703	3461
mdp.39015064810974	39932	1145
uc2.ark+=13960=t4pk08k78	158340	5116
uc2.ark+=13960=t5q815650	211761	10663
wu.89087921466	67296	2660
uiuo.ark+=13960=t0ks76f0z	51133	1845
nnc1.cu50383493	145399	6326
uiuo.ark+=13960=t12n5hx3w	60545	2793
uc2.ark+=13960=t1rf5kn0t	60679	2855
nyp.33433076079304	98472	3729
nyp.33433075754642	63302	1508
nyp.33433074969340	54886	2950
nyp.33433076093321	689068	24713
uc1.$b358653	223911	6988
nyp.33433075739957	236134	10127
nyp.33433074859897	80132	3882
uc1.b4102932	46453	1792
uiuo.ark+=13960=t6b286f0k	52623	2173
uc2.ark+=13960=t40r9t540	226868	7283
wu.89094583911	31318	982
pst.000047317420	102760	5518
nyp.33433082288626	73565	3432
nyp.33433075760821	47027	1351
uiuo.ark+=13960=t67375c09	60915	1798
wu.89098877509	133630	5316
uc2.ark+=13960=t1hh6mf0f	120715	3901
nyp.33433082290986	30197	1664
wu.89098017916	209359	7465
loc.ark+=13960=t3rv0tr58	58757	1290
nyp.33433074880802	185804	6856
uiuo.ark+=13960=t1jh3ts50	75718	2611
nnc1.0035531827	144533	5721
wu.89098856669	87298	3632
uiuo.ark+=13960=t8rb7pg9t	61596	2272
uiuo.ark+=13960=t6155734j	84541	2760
uc2.ark+=13960=t84j0hc8r	33626	675
coo.31924013521764	88915	3677
uc1.$b807295	175890	6238
uiuo.ark+=13960=t2794hz6s	72963	2926
wu.89098006869	120760	4258
uiuo.ark+=13960=t8ff4942h	62458	2343
uc2.ark+=13960=t01z42s2c	35895	2073
uc2.ark+=13960=t78s4tc10	67577	3743
uc2.ark+=13960=t5gb1z098	164212	8190
uva.x002177939	25213	983
nyp.33433074898986	82185	3099
hvd.hw28p3	129399	4711
njp.32101039900962	58055	2795
uc2.ark+=13960=t16m39m6z	44293	1669
nyp.33433074851183	79637	3441
nyp.33433069252397	131432	4412
mdp.39015063602497	210431	4605
nyp.33433074920608	58153	2301
uc1.$b809214	110541	5541
njp.32101067634244	61106	2502
mdp.39015031299459	201568	9350
njp.32101063604563	14926	419
nyp.33433082529615	57927	2284
coo.31924013459379	149655	6286
njp.32101064382763	92363	4810
nyp.33433076054083	178584	7468
nyp.33433074942859	225413	6710
njp.32101068162740	137818	6335
uc1.b4104441	164791	6570
uc2.ark+=13960=t7xk8n82d	341028	11802
nyp.33433082284526	77983	3203
hvd.hw28p0	124823	5188
njp.32101068163326	142124	4630
mdp.39015057226311	483754	16204
njp.32101068178696	125163	7249
uiuo.ark+=13960=t4wh36k87	79655	2619
mdp.39015058691281	114531	4881
nyp.33433082291505	202295	7330
uiuo.ark+=13960=t7gq77m0x	20851	472
nyp.33433088073741	12029	529
uiuo.ark+=13960=t6rx9nf53	95775	3281
nyp.33433076022254	179388	7825
nyp.33433076021645	147071	9622
nyp.33433075765176	56055	2167
nyp.33433074859764	159724	8581
uc1.b3327249	292228	15551
nyp.33433082289871	37006	1649
uc1.$b70887	205392	7550
uiuo.ark+=13960=t9g450k2g	62712	2747
uc2.ark+=13960=t9x060k11	59248	2768
njp.32101063604167	47124	2530
nyp.33433034411045	124781	6393
njp.32101013998008	58501	3778
uiuo.ark+=13960=t7sn0tn1b	62593	3533
nyp.33433074970546	134884	4529
mdp.39015039750230	57421	2468
nyp.33433008142220	148149	6859
nyp.33433005069681	14934	851
njp.32101063604159	71052	3217
uc1.b3123809	66643	2005
njp.32101073308379	117463	2750
uc1.$b251166	198738	9878
uiuo.ark+=13960=t88g98r2v	59376	2337
uiuo.ark+=13960=t8tb1gj45	47472	2112
nyp.33433075754576	7991	333
nyp.33433082529359	135003	4417
uc2.ark+=13960=t8kd21d4w	45248	1804
uiuo.ark+=13960=t8nc6mq2s	84086	3044
njp.32101013536212	16884	988
nyp.33433007280138	543955	30783
nyp.33433067278386	88396	3371
wu.89078230232	118204	6752
uc1.b3550071	174033	7053
umn.31951002079955l	230132	8030
uc2.ark+=13960=t95718s83	77291	3046
uc2.ark+=13960=t5j964t2w	56342	1823
uc2.ark+=13960=t53f5016t	235053	8402
uc2.ark+=13960=t6h12x81f	72350	2533
njp.32101065704312	91150	4915
pst.000005762347	173837	7049
njp.32101067631109	302522	10045
uiuo.ark+=13960=t54f2dt68	100978	4578
uiuo.ark+=13960=t12n5sm4n	70405	3209
njp.32101068164589	225441	6896
uiuo.ark+=13960=t1bk20h2g	65952	2366
nyp.33433074923354	36198	1232
uc1.b4105552	216627	9446
uiuo.ark+=13960=t06w9mh7k	74671	2333
nyp.33433074921069	33706	2115
mdp.39015057083993	109945	4884
uc2.ark+=13960=t78s4m942	123595	5613
uc1.32106011701288	437231	17747
wu.89095522280	100098	3473
nyp.33433076086028	70383	3117
nnc1.1002272601	77011	2931
uiuo.ark+=13960=t0bv8450f	59127	2029
uiuo.ark+=13960=t66403x8w	57318	1416
nyp.33433082170618	140226	5184
wu.89098017973	77764	3967
uiuo.ark+=13960=t8df78w8p	56093	2097
uiuo.ark+=13960=t3jw91227	51761	2438
uc1.$b809241	148598	7222
uc2.ark+=13960=t15m62k0j	120301	4851
uiuo.ark+=13960=t2697sn9b	53974	2326
nyp.33433075752224	57571	3224
uc2.ark+=13960=t75t3k50z	218037	9392
uc2.ark+=13960=t55d8r672	103055	5261
uiuo.ark+=13960=t7qn6s33c	49758	1494
nyp.33433075762322	205294	10356
uva.x030736355	44342	1620
uc2.ark+=13960=t9959md8w	33932	1505
nyp.33433074867163	188654	7621
uiuo.ark+=13960=t86h53j3s	56582	2170
nyp.33433074920962	9424	560
uiuo.ark+=13960=t8cg02x3m	52224	1677
uiuo.ark+=13960=t1gj05f38	73851	2966
uc2.ark+=13960=t6445pw6s	71364	2494
nyp.33433082303151	29238	1494
uiuo.ark+=13960=t3hx1x46t	83508	3214
nyp.33433076041908	139946	6567
uc1.b3322408	186907	9059
uiuo.ark+=13960=t3pv7527f	51017	2640
njp.32101064914821	47336	1439
nyp.33433074952759	186827	8367
nyp.33433081938411	68345	2741
inu.30000007708815	243530	11134
njp.32101066457449	39497	1458
mdp.39015057087648	81940	5319
nyp.33433074871793	85258	3062
uc1.b3548053	191159	10745
uc1.31158005355168	69334	3675
uc2.ark+=13960=t78s4p26q	134144	5962
uiuo.ark+=13960=t4gm8vk7t	81351	4570
uc2.ark+=13960=t81j9b246	169876	4686
uc1.b3324267	56555	2306
uc2.ark+=13960=t4dn41w6n	90264	3842
uiuo.ark+=13960=t1mg89134	91646	2670
mdp.39015024856281	175612	9081
uc2.ark+=13960=t31266s6k	89197	3677
njp.32101067630002	6880	200
inu.30000114553013	147666	6414
coo.31924052396912		
mdp.39015005086817	443661	25086
uc2.ark+=13960=t4cn71w4h	119313	6169
uc1.b4103604	95361	3302
nyp.33433082529532	73395	3351
nyp.33433082546916	119237	6719
uiuo.ark+=13960=t4rj4zg0m	91416	3774
loc.ark+=13960=t5k941c2c	117477	8021
mdp.39015024877857	95630	5333
uiuo.ark+=13960=t4nk41h3r	75379	3139
njp.32101066457704	77712	3023
uiuo.ark+=13960=t4kk9xr6c	55224	2182
pst.000062841405	245351	14064
wu.89098008162	174034	4932
uiuo.ark+=13960=t1ng57g58	67069	2913
uc2.ark+=13960=t8x922h56	34462	2195
uc2.ark+=13960=t6qz22x3r	126455	4933
nyp.33433074929476	108041	4459
uc1.b2796042	49401	1434
wu.89077140804	28398	1135
wu.89098860778	187755	7443
uiuo.ark+=13960=t8qc0hz1j	71683	3923
inu.39000000258256	72844	2605
uc2.ark+=13960=t6f18vg1z	84525	4488
uiuo.ark+=13960=t4zg7095h	50187	2628
njp.32101068170230	103862	5058
uiuo.ark+=13960=t2c82nf0z	51625	2386
uiuo.ark+=13960=t50g4052q	52471	2305
uc2.ark+=13960=t1rf5tv88	125564	6422
nyp.33433081962080	40553	2413
nyp.33433075751754	172381	7897
uc1.$b809207	86847	4671
uva.x030808693	48679	2121
uiuo.ark+=13960=t02z1mj6z	74981	3436
wu.89097995674	69152	3927
nyp.33433076022163	147120	6991
uiuo.ark+=13960=t0ht3526q	72069	3570
uiuo.ark+=13960=t7zk5qg9g	110630	5312
uc1.$b458168		
nnc1.1002318440	131251	6175
nyp.33433076018419	99516	4102
uc2.ark+=13960=t37082q9d	49993	2278
nyp.33433074867130	65636	3389
uc2.ark+=13960=t3bz66b13	45249	2490
njp.32101067630317	61903	3510
njp.32101067179109	80154	2588
uc2.ark+=13960=t3416t85d	63350	3835
uc2.ark+=13960=t5m90528p	170338	6319
nyp.33433076025943	78681	2588
nyp.33433075739346	143570	6435
uc2.ark+=13960=t5s75cj3s	61394	2525
uiuo.ark+=13960=t6sx6jk7s	38393	1136
nnc1.cu56443846	50360	2422
nyp.33433082302906	48771	2515
loc.ark+=13960=t55d8zb5c	7328	266
uc1.$b387308	281674	9187
uc2.ark+=13960=t2d796f7k	34546	1429
uiuo.ark+=13960=t1zc8fb6b	80177	2838
uiuo.ark+=13960=t5z611x6q	49989	1514
njp.32101076479763	173124	8058
uiuo.ark+=13960=t3tt53s18	43275	1259
nyp.33433075861413	56928	2367
nyp.33433082371778	10450	389
njp.32101066381979	113777	4418
nyp.33433074889050	106907	3345
nyp.33433074879259	202007	10393
mdp.39015063587474	63061	2495
nyp.33433076073646	105657	4788
uiuo.ark+=13960=t2x354s13	89256	3264
uiuo.ark+=13960=t08w42q2z	57392	1875
uc2.ark+=13960=t02z13c32	184004	8604
wu.89098024177	91314	4289
uiuo.ark+=13960=t9571sn90	32873	1594
